Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F
"3","Albania","1310","Chlorinated Hydrocarbons","5161","Use","tonnes of active ingredients",,,,,,,"10.000000","Q","17.000000","Q","22.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1311","Organo-Phosphates","5161","Use","tonnes of active ingredients",,,,,,,"30.000000","Q","50.000000","Q","64.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1312","Carbamates Insecticides","5161","Use","tonnes of active ingredients",,,,,,,"14.000000","Q","26.000000","Q","30.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1313","Pyrethroids","5161","Use","tonnes of active ingredients",,,,,,,"1.000000","Q","2.000000","Q","2.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1315","Other Insecticides","5161","Use","tonnes of active ingredients",,,,,,,"15.000000","Q","22.000000","Q","27.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1321","Phenoxy Hormone Products","5161","Use","tonnes of active ingredients",,,,,,,"1.700000","Q","2.000000","Q","2.100000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1322","Triazines","5161","Use","tonnes of active ingredients",,,,,,,"0.500000","Q","0.700000","Q","0.900000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1323","Amides","5161","Use","tonnes of active ingredients",,,,,,,"0.500000","Q","0.800000","Q","1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1324","Carbamates Herbicides","5161","Use","tonnes of active ingredients",,,,,,,"0.100000","Q","0.200000","Q","0.400000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1325","Dinitroanilines","5161","Use","tonnes of active ingredients",,,,,,,"0.200000","Q","0.300000","Q","0.300000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1328","Sulfonyl Ureas","5161","Use","tonnes of active ingredients",,,,,,,"0.700000","Q","1.000000","Q","1.100000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1329","Bipiridils","5161","Use","tonnes of active ingredients",,,,,,,"0.200000","Q","0.300000","Q","0.300000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1327","Other Herbicides","5161","Use","tonnes of active ingredients",,,,,,,"1.100000","Q","1.700000","Q","1.900000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1332","Inorganics","5161","Use","tonnes of active ingredients",,,,,,,"18.000000","Q","32.000000","Q","41.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1333","Dithiocarbamates","5161","Use","tonnes of active ingredients",,,,,,,"9.000000","Q","15.000000","Q","19.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1334","Benzimidazoles","5161","Use","tonnes of active ingredients",,,,,,,"1.000000","Q","2.000000","Q","3.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1335","Triazoles, Diazoles","5161","Use","tonnes of active ingredients",,,,,,,"1.000000","Q","1.000000","Q","2.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1337","Other Fungicides","5161","Use","tonnes of active ingredients",,,,,,,"15.000000","Q","24.000000","Q","29.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1346","Anticoagulants","5161","Use","tonnes of active ingredients",,,,,,,"1.900000","Q","2.900000","Q","4.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1347","Other Rodenticides","5161","Use","tonnes of active ingredients",,,,,,,"0.100000","Q","0.100000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1357","Pesticides (total)","5161","Use","tonnes of active ingredients",,,,,,,"121.000000","A","201.000000","A","251.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1309","Insecticides","5161","Use","tonnes of active ingredients",,,,,,,"70.000000","Q","117.000000","Q","145.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1320","Herbicides","5161","Use","tonnes of active ingredients",,,,,,,"5.000000","Q","7.000000","Q","8.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1331","Fungicides&Bactericides","5161","Use","tonnes of active ingredients",,,,,,,"44.000000","Q","74.000000","Q","94.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3","Albania","1345","Rodenticides","5161","Use","tonnes of active ingredients",,,,,,,"2.000000","Q","3.000000","Q","4.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","1341","Plant Growth Regulators","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3652.890000","Q","4023.040000","Q","4810.520000","Q","6176.190000","Q","14411.280000","Q","4060.260000","Q","680.680000","Q","17020.000000","Q","21716.000000","Q","22000.000000","Q","17934.000000","Q",,
"4","Algeria","1355","Other Pesticides nes","5161","Use","tonnes of active ingredients","335.000000","Q","548.000000","Q","387.000000","Q","89.000000","Q","235.000000","Q","698.000000","Q","24.000000","Q","58.000000","Q","186.000000","Q","232.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","Algeria","1357","Pesticides (total)","5161","Use","tonnes of active ingredients","9918.000000","A","13549.000000","A","6041.000000","A","5529.000000","A","6347.000000","A","11812.000000","A","2762.000000","A","2261.000000","A","1031.000000","A","2708.000000","A",,,,,,,,,"10320.140000","A","7297.650000","A","7116.940000","A","10346.790000","A","17860.150000","A","8271.560000","A","3977.450000","A","22481.000000","A","27114.000000","A","25841.000000","A","21999.000000","A",,
"4","Algeria","1309","Insecticides","5161","Use","tonnes of active ingredients","3832.000000","Q","6432.000000","Q","2285.000000","Q","1960.000000","Q","2243.000000","Q","4514.000000","Q","1602.000000","Q","1784.000000","Q","283.000000","Q","1049.000000","Q",,,,,,,,,"4453.230000","Q","996.550000","Q","762.580000","Q","2280.470000","Q","1262.600000","Q","1603.600000","Q","656.000000","Q","1483.000000","Q","1267.000000","Q","927.000000","Q","1230.000000","Q",,
"4","Algeria","1320","Herbicides","5161","Use","tonnes of active ingredients","292.000000","Q","381.000000","Q","205.000000","Q","297.000000","Q","395.000000","Q","1601.000000","Q","213.000000","Q","241.000000","Q","203.000000","Q","372.000000","Q",,,,,,,,,"300.260000","Q","446.170000","Q","530.400000","Q","591.380000","Q","948.040000","Q","596.010000","Q","768.450000","Q","978.000000","Q","1050.000000","Q","886.000000","Q","830.000000","Q",,
"4","Algeria","1331","Fungicides&Bactericides","5161","Use","tonnes of active ingredients","5459.000000","Q","6188.000000","Q","3164.000000","Q","3183.000000","Q","3474.000000","Q","4999.000000","Q","923.000000","Q","178.000000","Q","359.000000","Q","1055.000000","Q",,,,,,,,,"1913.760000","Q","1831.890000","Q","1013.440000","Q","1298.750000","Q","1238.230000","Q","2011.690000","Q","1872.320000","Q","3000.000000","Q","3081.000000","Q","2028.000000","Q","2005.000000","Q",,
"4","Algeria","1356","Plant Growth Regulators","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3652.890000","Q","4023.040000","Q","4810.520000","Q","6176.190000","Q","14411.280000","Q","4060.260000","Q","680.680000","Q","17020.000000","Q","21716.000000","Q","22000.000000","Q","17934.000000","Q",,
"4","Algeria","1359","Other Pesticides nes","5161","Use","tonnes of active ingredients","335.000000","Q","548.000000","Q","387.000000","Q","89.000000","Q","235.000000","Q","698.000000","Q","24.000000","Q","58.000000","Q","186.000000","Q","232.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1310","Chlorinated Hydrocarbons","5161","Use","tonnes of active ingredients","30.000000","Q","40.000000","Q","1.000000","Q","20.000000","Q","1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1311","Organo-Phosphates","5161","Use","tonnes of active ingredients","17.000000","Q","12.000000","Q","2.000000","Q","24.000000","Q","12.000000","Q","197.000000","Q","10.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1312","Carbamates Insecticides","5161","Use","tonnes of active ingredients","5.000000","Q","5.000000","Q","5.000000","Q","20.000000","Q",,,,,"8.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1313","Pyrethroids","5161","Use","tonnes of active ingredients","4.000000","Q","17.000000","Q","3.000000","Q","37.000000","Q","7.000000","Q","6.000000","Q","10.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1315","Other Insecticides","5161","Use","tonnes of active ingredients",,,,,"2.000000","Q","52.000000","Q","2.000000","Q","2.000000","Fm","9.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1322","Triazines","5161","Use","tonnes of active ingredients",,,,,"1.000000","Q",,,,,"111.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1324","Carbamates Herbicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,"18.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1327","Other Herbicides","5161","Use","tonnes of active ingredients",,,,,"1.000000","Q","1.000000","Q",,,,,"1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1332","Inorganics","5161","Use","tonnes of active ingredients",,,,,"7.000000","Q","7.000000","Q","0.200000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1333","Dithiocarbamates","5161","Use","tonnes of active ingredients",,,,,"1.000000","Q",,,"0.300000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1337","Other Fungicides","5161","Use","tonnes of active ingredients","5.000000","Q","5.000000","Q",,,"6.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1346","Anticoagulants","5161","Use","tonnes of active ingredients","3.000000","Q",,,,,"2.000000","Q","2.000000","Q","1.000000","Q","1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1357","Pesticides (total)","5161","Use","tonnes of active ingredients","64.000000","A","79.000000","A","23.000000","A","169.000000","A","25.500000","A","336.000000","A","40.000000","A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1309","Insecticides","5161","Use","tonnes of active ingredients","56.000000","Q","74.000000","Q","13.000000","Q","153.000000","Q","22.000000","Q","205.000000","Q","37.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1320","Herbicides","5161","Use","tonnes of active ingredients",,,,,"2.000000","Q","1.000000","Q","1.000000","Fm","129.000000","Q","1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1331","Fungicides&Bactericides","5161","Use","tonnes of active ingredients","5.000000","Q","5.000000","Q","8.000000","Q","13.000000","Q","0.500000","Q","1.000000","Q","1.000000","Fm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7","Angola","1345","Rodenticides","5161","Use","tonnes of active ingredients","3.000000","Q",,,,,"2.000000","Q","2.000000","Q","1.000000","Q","1.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8","Antigua and Barbuda","1310","Chlorinated Hydrocarbons","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.540000","Q","0.340000","Q",,,,
"8","Antigua and Barbuda","1311","Organo-Phosphates","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.190000","Q","2.660000","Q","0.010000","Q","0.000000","Q",,,"1.080000","W"
"8","Antigua and Barbuda","1312","Carbamates Insecticides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.570000","Q","10.550000","Q","2.520000","Q","1.840000","Q",,,"4.270000","W"
"8","Antigua and Barbuda","1313","Pyrethroids","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.040000","Q","2.030000","Q","11.580000","Q","1.800000","Q",,,"0.670000","W"
"8","Antigua and Barbuda","1314","Botanic.Produc&Biologic.","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.010000","Q","0.000000","Q","0.160000","Q","0.060000","Q",,,"0.630000","W"
"8","Antigua and Barbuda","1315","Other Insecticides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.470000","Q","3.680000","Q","7.700000","Q","3.390000","Q",,,"2.170000","W"
"8","Antigua and Barbuda","1321","Phenoxy Hormone Products","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.070000","Q",,,"0.100000","Q","0.050000","Q",,,"0.420000","W"
"8","Antigua and Barbuda","1322","Triazines","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","Q","0.030000","Q","0.150000","Q","0.110000","Q",,,,
"8","Antigua and Barbuda","1323","Amides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.040000","Q",,,,,,,,
"8","Antigua and Barbuda","1324","Carbamates Herbicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.010000","Q",,,,,,,,
"8","Antigua and Barbuda","1325","Dinitroanilines","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.080000","Q","0.020000","Q","0.050000","Q","0.050000","Q",,,,
"8","Antigua and Barbuda","1326","Urea derivates","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.110000","Q","0.060000","Q","9.220000","Q",,,,
"8","Antigua and Barbuda","1328","Sulfonyl Ureas","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.010000","Q","0.000000","Q",,,,,,,,
"8","Antigua and Barbuda","1329","Bipiridils","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.770000","Q","2.170000","Q","1.050000","Q","1.500000","Q",,,"7.560000","W"
"8","Antigua and Barbuda","1330","Uracil","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.110000","Q","2.510000","Q",,,,,,,,
"8","Antigua and Barbuda","1327","Other Herbicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.660000","Q","4.760000","Q","3.120000","Q","4.460000","Q",,,"9.320000","W"
"8","Antigua and Barbuda","1332","Inorganics","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.270000","Q","0.460000","Q","0.490000","Q","0.060000","Q",,,,
"8","Antigua and Barbuda","1333","Dithiocarbamates","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.170000","Q","0.190000","Q","0.980000","Q","1.390000","Q",,,,
"8","Antigua and Barbuda","1334","Benzimidazoles","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.080000","Q","0.120000","Q","0.060000","Q","0.060000","Q",,,,
"8","Antigua and Barbuda","1335","Triazoles, Diazoles","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","Q",,,,
"8","Antigua and Barbuda","1336","Diazines, Morpholines","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.140000","Q","0.030000","Q",,,,
"8","Antigua and Barbuda","1337","Other Fungicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.020000","Q","0.920000","Q","0.890000","Q","0.810000","Q",,,,
"8","Antigua and Barbuda","1317","Dithiocarbamates-SeedTrF","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.980000","Q","1.390000","Q",,,"0.370000","W"
"8","Antigua and Barbuda","1318","Benzimidazoles-SeedTrF","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","W"
"8","Antigua and Barbuda","1319","Triazoles diazoles-SdTrF","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.030000","W"
"8","Antigua and Barbuda","1338","Botanic prod&biologSdTrF","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.090000","W"
"8","Antigua and Barbuda","1339","Others-SeedTreatFung","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","Q","0.350000","Q",,,"0.030000","W"
"8","Antigua and Barbuda","1342","Carbamates-insect-SdTr","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.070000","Q","0.170000","Q",,,,
"8","Antigua and Barbuda","1343","Pyrethroids-SeedTr Ins","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.000000","Q","0.020000","Q",,,,
"8","Antigua and Barbuda","1344","Others-SeedTreat Ins","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.840000","Q","1.190000","Q",,,,
"8","Antigua and Barbuda","1341","Plant Growth Regulators","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.010000","Q","0.010000","Q",,,,
"8","Antigua and Barbuda","1357","Pesticides (total)","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.520000","A","39.260000","A","31.500000","A","28.300000","A",,,"26.640000","A"
"8","Antigua and Barbuda","1309","Insecticides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.280000","Q","18.920000","Q","22.510000","Q","7.430000","Q",,,"8.820000","W"
"8","Antigua and Barbuda","1320","Herbicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.700000","Q","18.650000","Q","4.530000","Q","15.390000","Q",,,"17.300000","W"
"8","Antigua and Barbuda","1331","Fungicides&Bactericides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.540000","Q","1.690000","Q","2.560000","Q","2.350000","Q",,,,
"8","Antigua and Barbuda","1352","Seed Treatm Fungicides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.980000","Q","1.740000","Q",,,"0.520000","W"
"8","Antigua and Barbuda","1353","Seed Treatm Insecticides","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.910000","Q","1.380000","Q",,,,
"8","Antigua and Barbuda","1356","Plant Growth Regulators","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.010000","Q","0.010000","Q",,,,
"9","Argentina","1310","Chlorinated Hydrocarbons","5161","Use","tonnes of active ingredients",,,,,,,"44.000000","Q","25.000000","Q","24.000000","Q","25.000000","Q","17.000000","Q","1192.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","Argentina","1311","Organo-Phosphates","5161","Use","tonnes of active ingredients",,,,,,,"1793.000000","Q","2532.000000","Q","2955.000000","Q","5400.000000","Q","7066.000000","Q","4779.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5932.100000","Q",,
"9","Argentina","1312","Carbamates Insecticides","5161","Use","tonnes of active ingredients",,,,,,,"593.000000","Q","546.000000","Q","904.000000","Q","1338.000000","Q","1802.000000","Q","385.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.300000","Q",,
"9","Argentina","1313","Pyrethroids","5161","Use","tonnes of active ingredients",,,,,,,"131.000000","Q","346.000000","Q","538.000000","Q","804.000000","Q","1269.000000","Q","447.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"829.000000","Q",,
"9","Argentina","1314","Botanic.Produc&Biologic.","5161","Use","tonnes of active ingredients",,,,,,,"23.000000","Q","37.000000","Q","16.000000","Q","48.000000","Q","221.000000","Q","9.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.600000","Q",,
"9","Argentina","1315","Other Insecticides","5161","Use","tonnes of active ingredients",,,,,,,"919.000000","Q","1397.000000","Q","1751.000000","Q","1841.000000","Q","2160.000000","Q","1152.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1003.300000","Q",,
"9","Argentina","1316","Mineral Oils","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,"764.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1490.300000","Q",,
"9","Argentina","1321","Phenoxy Hormone Products","5161","Use","tonnes of active ingredients",,,,,,,"515.000000","Q","885.000000","Q","453.000000","Q","1550.000000","Q","2880.000000","Q","1772.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4460.800000","Q",,
"9","Argentina","1322","Triazines","5161","Use","tonnes of active ingredients",,,,,,,"4274.000000","Q","3654.000000","Q","4290.000000","Q","9034.000000","Q","12471.000000","Q","3759.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"777.000000","Q",,
"9","Argentina","1323","Amides","5161","Use","tonnes of active ingredients",,,,,,,"2388.000000","Q","3892.000000","Q","7159.000000","Q","9570.000000","Q","14770.000000","Q","7462.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6574.600000","Q",,
"9","Argentina","1324","Carbamates Herbicides","5161","Use","tonnes of active ingredients",,,,,,,"37.000000","Q","28.000000","Q","36.000000","Q","588.000000","Q","650.000000","Q","69.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283.800000","Q",,
"9","Argentina","1325","Dinitroanilines","5161","Use","tonnes of active ingredients",,,,,,,"195.000000","Q","373.000000","Q","1332.000000","Q","900.000000","Q","2950.000000","Q","1222.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.000000","Q",,
"9","Argentina","1326","Urea derivates","5161","Use","tonnes of active ingredients",,,,,,,"45.000000","Q","57.000000","Q","64.000000","Q","112.000000","Q","745.000000","Q","822.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.000000","Q",,
"9","Argentina","1328","Sulfonyl Ureas","5161","Use","tonnes of active ingredients",,,,,,,"225.000000","Q","436.000000","Q","777.000000","Q","126.000000","Q","225.000000","Q","49.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","Argentina","1329","Bipiridils","5161","Use","tonnes of active ingredients",,,,,,,"1042.000000","Q","1247.000000","Q","912.000000","Q","1730.000000","Q","1930.000000","Q","440.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591.600000","Q",,
"9","Argentina","1330","Uracil","5161","Use","tonnes of active ingredients",,,,,,,,,,,,,,,,,"19.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","Argentina","1327","Other Herbicides","5161","Use","tonnes of active ingredients",,,,,,,"8812.000000","Q","8804.000000","Q","9840.000000","Q","14575.000000","Q","18550.000000","Q","31741.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"181526.500000","Q",,
"9","Argentina","1332","Inorganics","5161","Use","tonnes of active ingredients",,,,,,,"1178.000000","Q","2242.000000","Q","2578.000000","Q","1755.000000","Q","2923.000000","Q","2062.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.000000","Q",,
"9","Argentina","1333","Dithiocarbamates","5161","Use","tonnes of active ingredients",,,,,,,"2676.000000","Q","2087.000000","Q","2272.000000","Q","2656.000000","Q","3624.000000","Q","2727.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"727.500000","Q",,
"9","Argentina","1334","Benzimidazoles","5161","Use","tonnes of active ingredients",,,,,,,"228.000000","Q","362.000000","Q","386.000000","Q","285.000000","Q","497.000000","Q","462.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1033.800000","Q",,
"9","Argentina","1335","Triazoles, Diazoles","5161","Use","tonnes of active ingredients",,,,,,,"111.000000","Q","277.000000","Q","340.000000","Q","614.000000","Q","770.000000","Q","301.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1174.300000","Q",,
"9","Argentina","1336","Diazines, Morpholines","5161","Use","tonnes of active ingredients",,,,,,,"23.000000","Q","6.000000","Q","5.000000","Q",,,,,"6.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9","Argentina","1337","Other Fungicides","5161","Use","tonnes of active ingredients",,,,,,,"583.000000","Q","667.000000","Q","716.000000","Q","797.000000","Q","1250.000000","Q","483.000000","Q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986.100000","Q",,
