POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
44383228,9,31,22,47,5.56,5.06,17.7,1.0,1.7,38.4,104.4,15.2,,2921,52.149434,11.709474
44383218,23,26,25,49,7.4,6.92,14.5,3.0,1.5,39.2,210.5,19.9,,1140,52.05959,11.706046
44383200,9,16,76,8,7.84,7.33,14.8,43.0,1.7,12.9,334.6,18.5,,2385,51.89789,11.69989
44383156,7,21,73,6,7.52,7.13,28.5,34.0,2.5,0.0,408.0,22.4,,2326,51.50252,11.68513
44383152,18,17,55,27,7.59,7.12,40.4,85.0,2.2,49.9,526.6,21.0,,1576,51.46659,11.68384
44383116,10,24,73,3,7.58,7.09,13.3,8.0,1.6,11.4,216.6,18.9,,2370,51.1431,11.67202
44383098,7,22,53,26,7.88,7.32,20.7,49.0,2.2,36.0,256.3,17.2,,2360,50.98064,11.66585
44383092,34,38,50,12,7.87,7.45,17.1,344.0,1.8,33.4,617.1,19.4,,2301,50.92743,11.66427
44383080,6,9,37,54,4.16,3.62,8.9,0.0,0.4,0.0,35.1,4.2,,2306,50.81952,11.66037
44383062,8,21,53,26,6.41,6.04,15.3,1.0,1.6,37.2,186.3,8.2,,1563,50.65784,11.65466
44382876,11,26,63,11,7.16,6.76,17.3,1.0,1.8,22.3,233.5,14.6,,2119,48.98577,11.59821
44382864,9,26,59,15,7.69,7.2,18.2,36.0,1.7,24.1,119.6,20.6,,2082,48.87788,11.59473
44382858,16,23,64,13,7.95,7.34,20.1,279.0,1.8,62.3,20.5,20.3,,2086,48.82387,11.59299
44382828,15,20,55,25,7.06,6.69,14.9,2.0,1.5,92.2,235.4,15.2,,2096,48.55412,11.5844
44382792,42,19,39,42,7.56,7.2,37.7,68.0,3.7,37.8,366.6,25.1,,2052,48.2303,11.57424
44382686,13,10,52,38,4.53,4.31,45.8,1.0,3.0,22.4,75.2,10.5,,200,47.27654,11.5453
44382480,17,38,53,9,8.17,7.35,37.9,93.0,2.6,0.0,478.0,37.8,,13236,45.4216,11.4929
44382382,7,33,52,15,7.93,7.29,11.9,42.0,1.2,29.1,224.9,21.2,,13620,44.53907,11.46964
44382246,24,20,34,46,8.22,7.44,4.6,258.0,0.9,0.0,91.9,15.3,,13734,43.31199,11.43843
44382228,22,40,48,12,7.72,7.31,16.6,125.0,1.9,0.0,154.1,25.8,,13914,43.14954,11.4344
44382210,46,32,32,37,8.2,7.49,11.6,79.0,1.3,0.0,175.0,23.1,,13961,42.98707,11.43039
44363988,21,6,48,46,4.57,3.58,51.5,0.0,2.4,0.0,85.7,7.9,,18685,58.97833,11.99585
44363952,7,25,57,18,4.14,3.93,56.7,0.0,3.7,0.0,67.9,6.1,,18720,58.654653,11.97775
44363574,11,12,25,63,5.83,5.26,10.7,1.0,1.1,31.0,61.8,7.8,,3289,55.25806,11.80804
44363430,2,31,44,25,5.8,5.43,171.5,0.0,11.0,12.2,61.7,68.4,,1406,53.96453,11.75208
44363142,5,21,65,14,7.07,6.4,17.4,0.0,1.8,22.6,230.8,16.5,,1579,51.37715,11.6518
44362980,7,14,20,66,6.06,5.1,10.4,0.0,1.1,0.0,62.2,8.3,,1792,49.9212,11.60134
44362926,9,22,66,12,7.91,7.1,12.7,3.0,1.4,25.7,210.2,16.0,,1806,49.43574,11.58535
44362908,23,21,67,12,6.38,6.0,15.2,3.0,1.6,50.9,193.3,12.2,,2330,49.2739,11.5801
44362440,4,11,37,53,7.68,7.2,11.6,108.0,1.1,14.4,126.7,12.6,,13347,45.06169,11.45764
44344062,7,2,29,69,5.08,4.43,23.4,1.0,1.0,0.0,136.3,4.6,,18695,59.644433,11.999322
44343932,21,0,0,0,4.16,3.5,262.9,1.0,11.7,19.4,71.5,17.1,,18723,58.47545,11.933608
44343882,3,14,43,44,4.08,3.34,157.9,2.0,5.5,0.0,141.8,14.6,,18873,58.02605,11.90974
44343868,0,44,38,18,4.73,4.2,49.4,0.0,3.9,0.0,131.5,15.9,,18911,57.900188,11.903145
44343860,10,42,37,21,5.75,5.06,29.5,0.0,2.8,17.5,177.2,17.2,,18817,57.828268,11.89942
44343518,5,14,23,63,7.45,7.12,16.9,3.0,1.8,79.3,225.8,13.3,,3302,54.75551,11.75473
44343432,3,7,23,70,5.64,4.84,24.2,0.0,2.4,125.8,416.8,6.8,,1407,53.98292,11.72238
44343418,15,4,10,86,6.63,5.85,6.8,1.0,0.6,64.2,118.8,4.1,,1408,53.85715,11.71724
44343342,4,3,12,85,4.93,4.57,14.6,0.0,1.2,27.8,63.3,3.1,,1230,53.17443,11.68998
44343184,6,18,78,3,7.82,7.42,15.0,12.0,1.4,11.7,163.6,20.1,,2363,51.75494,11.63661
44343158,3,21,74,6,8.04,7.36,14.7,6.0,1.6,10.4,533.7,16.3,,2327,51.52403,11.62733
44343140,4,21,73,6,7.43,7.09,19.1,6.0,1.8,35.2,90.2,18.4,,2368,51.35959,11.62246
44343126,7,17,78,5,7.32,6.81,10.8,0.0,1.2,28.2,107.0,12.6,,2372,51.23377,11.61803
44343086,1,14,35,52,6.81,6.18,13.5,1.0,1.5,26.3,320.4,10.1,,2305,50.87433,11.60551
44343068,8,8,20,72,6.03,5.45,7.6,0.0,0.9,29.2,82.5,4.0,,1564,50.71255,11.59996
44343058,40,21,45,34,5.9,5.44,28.9,2.0,2.8,39.7,155.1,9.6,,1566,50.62177,11.59542
44342892,13,21,69,9,7.55,6.9,16.0,20.0,1.6,28.5,219.8,17.1,,2120,49.1304,11.54809
44342874,8,23,68,8,7.01,6.45,16.9,0.0,1.8,90.9,387.1,15.1,,2081,48.96856,11.54302
44342838,5,21,23,56,6.84,6.41,28.2,1.0,3.0,10.7,0.0,20.9,,2095,48.6448,11.53302
44342752,7,33,39,28,6.96,6.65,54.4,11.0,5.6,33.1,218.5,34.5,,2171,47.87122,11.50974
44342548,17,12,37,51,7.61,7.16,27.2,171.0,1.9,0.0,119.5,12.2,,13425,46.03494,11.45805
44342510,38,23,49,28,7.69,7.31,29.1,27.0,2.5,57.7,573.5,30.1,,13232,45.69274,11.44883
44342474,52,29,59,12,7.9,7.29,23.3,61.0,2.4,16.1,295.4,36.9,,13235,45.3684,11.44028
44342424,15,22,57,20,7.84,7.28,10.5,85.0,1.1,13.0,91.9,19.1,,13603,44.91785,11.42866
44342402,6,26,40,35,8.02,7.55,7.7,80.0,1.0,11.0,124.5,18.3,,13604,44.71956,11.42367
44342190,17,30,44,25,7.89,7.41,14.6,119.0,1.3,0.0,132.8,17.8,,13995,42.80721,11.37731
44323946,12,4,31,65,4.71,3.81,23.2,1.0,1.3,28.5,54.8,7.2,,18728,58.601705,11.90629
44322920,26,25,36,40,6.93,6.32,13.1,2.0,1.4,26.8,0.0,10.1,,2334,49.38256,11.52852
44322758,26,19,48,33,7.31,6.93,38.7,18.0,3.8,10.3,122.6,31.1,,2170,47.92556,11.4846
44322600,20,12,28,60,7.46,6.9,18.1,23.0,1.5,35.6,164.6,13.1,,13521,46.50355,11.44471
44322326,4,24,57,18,7.72,7.09,32.2,23.0,3.4,24.3,198.7,26.6,,13928,44.03468,11.38171
44322164,9,24,35,40,8.24,7.49,10.3,19.0,1.1,0.0,143.0,17.2,,13935,42.57281,11.34769
44304076,25,0,0,0,3.87,3.17,417.1,1.0,13.4,38.4,145.4,37.1,,19668,59.771213,11.93553
44304008,13,9,30,61,4.91,4.42,65.6,2.0,2.1,0.0,135.3,5.5,,18713,59.159788,11.901691
44303972,13,17,56,27,4.44,3.87,74.1,0.0,3.7,0.0,46.9,1.0,,18689,58.83608,11.88387
44303918,27,19,29,52,4.28,3.88,32.3,0.0,2.0,0.0,70.4,4.0,,18844,58.350552,11.85873
44303594,16,14,25,60,7.4,6.96,18.4,15.0,2.0,34.0,70.8,7.6,,3287,55.4391,11.72137
44303572,5,13,29,58,5.95,5.44,18.7,1.0,1.7,21.6,127.7,8.1,,3290,55.24143,11.71297
44303366,7,3,5,92,5.65,5.19,31.7,0.0,2.8,53.0,100.2,11.5,,1382,53.39085,11.63837
44303234,4,15,57,28,6.3,5.91,10.5,1.0,1.2,53.9,219.9,10.1,,1123,52.204971,11.594547
44303198,6,24,61,15,7.82,7.33,39.0,285.0,3.5,15.0,555.0,27.6,,2390,51.8814,11.58294
44302682,13,15,46,40,6.29,5.96,61.7,1.0,6.3,22.1,80.2,24.1,,201,47.24208,11.43864
44302460,10,10,54,35,8.12,7.45,11.7,88.0,1.0,29.3,58.0,11.2,,13387,45.242974,11.386135
44302438,13,65,35,1,7.86,7.06,22.9,3.0,2.6,92.4,400.1,39.9,,13349,45.04192,11.38067
44302352,8,30,54,16,7.85,7.33,12.1,138.0,1.6,0.0,250.9,27.5,,13601,44.26947,11.36241
44302258,39,17,20,63,7.5,7.16,16.3,24.0,2.2,0.0,159.2,32.6,,13732,43.42159,11.34252
44302222,5,17,28,55,7.89,7.29,10.0,48.0,1.2,0.0,66.3,13.1,,13912,43.09673,11.33512
44302208,29,23,35,42,7.95,7.34,15.8,22.0,1.5,0.0,105.5,21.1,,13960,42.9705,11.3323
44284042,18,26,63,11,4.7,4.21,31.7,0.0,1.6,0.0,58.2,3.0,,18676,59.465883,11.883258
44284018,20,7,26,67,4.2,3.62,111.7,0.0,4.9,0.0,58.9,10.4,,70069,59.2501,11.871458
44283988,9,7,41,52,4.72,3.88,39.6,1.0,1.4,0.0,49.1,6.8,,18715,58.980338,11.85708
44283916,37,11,11,78,5.69,5.34,32.1,0.0,2.6,47.6,101.7,7.2,,18845,58.333055,11.823635
44283628,8,12,24,65,6.45,6.11,14.1,1.0,1.5,23.7,77.6,9.7,,3342,55.74503,11.70053
44283610,6,11,26,62,6.44,6.06,22.2,0.0,2.1,40.9,146.0,10.2,,3343,55.58136,11.69832
44283592,11,14,24,62,7.33,6.67,17.4,1.0,1.9,17.6,62.0,14.1,,3288,55.42143,11.6893
44283316,4,5,5,90,6.19,5.9,32.0,1.0,3.2,31.8,38.9,11.9,,40033,52.94206,11.59168
44283232,10,17,77,6,7.79,7.21,19.0,50.0,2.0,0.0,288.6,20.4,,1124,52.187391,11.564668
44283196,4,17,46,37,7.19,6.8,13.1,1.0,1.3,18.1,162.8,14.7,,2386,51.86391,11.55341
44283190,3,14,81,5,8.04,7.36,13.8,75.0,1.4,16.5,202.7,16.0,,2389,51.81002,11.55159
44283106,26,24,32,44,7.71,7.27,21.8,28.0,2.1,74.8,620.5,19.1,,1360,51.05518,11.52619
44283016,6,17,40,43,6.31,5.91,30.8,8.0,2.8,0.0,151.6,12.9,,1600,50.24631,11.5001
44282926,35,27,60,13,6.25,5.48,25.2,2.0,2.5,10.3,0.0,14.3,,2108,49.43721,11.47508
44282854,5,17,48,34,6.33,5.82,12.3,0.0,1.5,52.0,184.0,8.5,,2087,48.78978,11.45582
44282848,21,25,50,25,7.66,7.31,35.3,235.0,2.1,47.8,291.5,20.5,,2085,48.73584,11.45424
44282836,5,6,14,80,7.56,7.15,32.8,38.0,2.4,13.3,135.2,18.3,,2094,48.6279,11.4511
44282830,6,10,21,69,6.25,5.74,8.9,0.0,1.1,35.0,199.1,5.9,,2097,48.57394,11.44956
44282812,5,18,62,20,5.72,5.23,11.6,1.0,1.2,40.1,146.4,9.2,,2000,48.41207,11.44489
44282800,2,36,37,26,6.44,5.97,28.4,0.0,2.9,23.9,115.1,26.8,,2084,48.30411,11.44178
44282494,4,24,65,11,7.59,7.09,40.7,221.0,2.9,11.6,172.2,35.7,,13227,45.54964,11.36823
44282488,40,27,56,17,8.08,7.47,20.3,84.0,2.1,21.4,255.1,67.0,many stones,13237,45.49572,11.36666
44282368,20,42,48,10,7.71,7.29,12.9,97.0,1.5,13.0,182.7,25.2,,13600,44.41409,11.34077
44282290,12,34,47,19,5.98,4.9,19.6,2.0,1.4,0.0,105.6,17.9,,14084,43.7106,11.32445
44282288,37,37,36,27,7.87,7.35,6.7,119.0,1.1,0.0,210.5,20.3,,14082,43.69257,11.32404
44264058,2,11,39,50,4.75,4.26,97.2,2.0,6.4,39.9,51.2,6.0,,18694,59.610208,11.855772
44263576,10,16,33,51,7.39,6.96,13.3,5.0,1.4,67.1,178.0,12.5,,3291,55.2782,11.65163
44263288,4,11,20,70,5.87,5.44,8.9,1.0,1.1,48.9,124.0,8.6,,2946,52.6909,11.55297
44263162,7,24,75,2,5.58,5.0,18.4,2.0,1.7,39.2,285.1,13.8,,2424,51.55879,11.51418
44263126,2,21,74,5,7.16,6.85,18.5,2.0,1.9,28.3,193.4,16.1,,1573,51.23541,11.50319
44263122,8,15,76,9,7.68,7.15,15.8,16.0,1.5,31.3,211.8,11.3,,2371,51.2014,11.50294
44263090,2,28,67,5,6.09,5.74,19.8,0.0,1.6,0.0,148.5,17.2,,1248,50.9118,11.49306
44262982,10,28,52,21,5.13,4.77,27.8,1.0,2.8,0.0,91.6,14.1,,1808,49.94105,11.46267
44262906,3,8,6,85,5.97,5.69,25.2,1.0,2.3,27.6,118.6,7.7,,2333,49.25776,11.44223
44262496,50,21,42,37,6.68,6.22,13.8,2.0,1.5,61.0,98.4,68.1,,13228,45.56794,11.34322
44262244,21,30,31,39,7.87,7.12,4.0,3.0,0.8,0.0,96.4,19.0,,13733,43.2959,11.2904
44262222,23,18,39,43,5.56,4.52,30.1,1.0,1.6,0.0,74.2,7.5,,13911,43.09736,11.28621
44262186,46,11,23,66,6.09,5.68,6.6,2.0,0.5,0.0,63.3,18.7,,13993,42.77243,11.27914
44244052,20,3,15,82,4.6,3.76,31.8,0.0,1.3,0.0,30.6,4.0,,18675,59.556888,11.817516
44243998,19,4,42,55,4.43,3.93,59.0,0.0,2.2,0.0,43.1,6.0,,18714,59.071211,11.792363
44243958,13,22,40,38,5.15,4.38,29.5,1.0,2.9,19.2,62.7,7.6,,18315,58.711535,11.77422
44243526,7,10,25,65,6.25,5.67,10.4,0.0,1.2,44.2,110.7,6.7,,3309,54.82943,11.60231
44243278,10,10,21,69,5.39,4.91,77.9,0.0,6.3,23.5,73.3,17.6,,2950,52.60145,11.5203
44243274,2,3,9,88,4.06,3.22,9.1,1.0,0.8,0.0,34.2,4.8,,2949,52.5655,11.51908
44243206,27,22,61,16,8.04,7.47,20.4,457.0,1.5,21.6,314.6,14.4,,2304,51.95454,11.49834
44243166,7,25,62,13,7.72,7.15,23.3,11.0,2.1,44.1,315.3,21.6,,2328,51.59513,11.48651
44243098,10,24,72,4,7.74,7.34,18.3,20.0,1.9,37.6,674.5,19.8,,1240,50.98318,11.46765
44242972,34,38,46,16,7.74,7.24,43.2,109.0,3.9,143.2,652.7,35.4,,2107,49.85151,11.43213
44242828,14,13,45,43,5.54,5.21,13.4,0.0,1.6,31.9,120.7,8.2,,2098,48.55664,11.39487
44242806,14,15,26,59,7.46,7.03,16.2,35.0,1.6,84.5,121.5,14.7,,2100,48.35883,11.38944
44242606,13,17,27,56,6.62,6.08,41.4,2.0,4.1,50.4,342.4,21.2,,13522,46.55897,11.34196
44242450,4,17,44,39,7.71,7.27,19.0,76.0,1.8,31.7,200.7,16.2,,13385,45.153817,11.307772
44242446,2,51,39,10,7.54,7.25,60.4,32.0,5.5,106.1,460.3,48.3,,13384,45.117759,11.306899
44242414,3,40,57,3,7.36,7.1,29.5,157.0,2.4,75.0,257.5,21.2,,13338,44.82947,11.30069
44242176,1,17,33,50,7.45,6.78,9.0,10.0,0.8,0.0,65.6,15.5,,13938,42.68238,11.25285
44223928,0,0,0,0,3.74,2.86,272.3,1.0,9.6,17.6,282.8,23.7,,18306,58.44225,11.7266
44223412,7,14,31,55,5.71,5.44,15.4,2.0,1.6,51.9,158.2,6.5,,3111,53.80567,11.53296
44223286,3,6,11,84,5.32,4.64,19.5,1.0,1.7,44.5,146.7,7.3,,2944,52.67367,11.49322
44223258,3,3,5,92,4.93,4.34,10.7,1.0,0.7,17.5,32.6,4.4,,2960,52.42212,11.48485
44223208,4,23,73,5,7.24,6.46,19.7,1.0,1.8,21.4,310.9,19.5,,2393,51.97288,11.46983
44223172,3,21,76,2,6.32,5.73,9.4,0.0,1.1,37.2,156.6,9.5,,2362,51.64941,11.45938
44223124,8,8,81,10,6.83,6.19,11.9,2.0,1.3,26.5,76.3,10.0,,1357,51.21804,11.44568
44223106,12,35,50,15,7.81,7.29,27.9,109.0,2.9,56.9,750.0,25.7,,1356,51.05629,11.44059
44223082,15,46,51,3,6.84,6.72,31.5,15.0,3.1,30.6,509.3,35.6,,1250,50.84068,11.43462
44222902,3,24,12,64,6.0,5.5,22.3,1.0,2.1,64.3,139.8,12.3,,2332,49.2225,11.38627
44222684,20,20,63,17,7.39,7.14,48.1,38.0,5.1,14.9,61.7,30.7,,202,47.26135,11.33359
44222598,15,13,30,57,7.45,7.12,24.3,17.0,2.3,52.5,203.4,17.5,,13526,46.48723,11.31416
44222512,8,23,62,16,6.12,5.78,79.8,3.0,6.6,0.0,173.6,36.6,,13231,45.7126,11.29516
44222484,1,23,45,32,7.52,6.96,20.2,15.0,1.9,134.4,242.1,46.0,,13390,45.460465,11.289521
44222476,5,16,54,30,7.8,7.18,8.6,3.0,1.1,0.0,92.6,13.1,,13388,45.388396,11.287849
44222394,10,44,53,3,8.06,7.35,13.3,110.0,1.5,0.0,258.8,21.3,,13606,44.64938,11.27084
44222322,5,27,55,19,8.25,7.41,10.4,107.0,1.1,0.0,126.1,23.5,,13927,44.00016,11.25645
44222290,31,40,46,13,7.89,7.24,14.7,35.0,1.6,0.0,289.1,23.9,,13910,43.71156,11.25019
44222188,12,12,25,63,7.68,7.06,5.7,5.0,0.8,13.6,65.5,19.4,,13992,42.79103,11.23074
44222170,22,14,29,56,6.89,5.72,10.4,1.0,1.0,0.0,58.1,16.8,,13937,42.62854,11.22744
44204052,8,7,22,72,5.48,4.38,69.4,3.0,2.7,0.0,63.0,4.9,,18674,59.557797,11.747066
44203930,36,31,56,13,3.99,3.69,61.8,1.0,5.2,0.0,132.1,9.4,,18307,58.46066,11.693275
44203902,18,7,24,69,4.07,3.25,105.3,1.0,5.1,14.7,91.2,9.0,,18874,58.20897,11.68145
44203642,5,10,28,61,6.26,5.6,19.0,1.0,2.0,21.7,121.8,11.9,,3339,55.87179,11.57914
44203578,8,15,28,58,6.46,6.03,15.6,0.0,1.6,18.4,78.1,13.5,,3293,55.2979,11.55779
44203300,6,8,18,74,5.77,5.35,8.0,0.0,1.0,56.7,105.1,2.8,,2932,52.80005,11.47072
44203246,5,3,7,89,5.16,4.71,10.9,0.0,0.7,48.4,37.5,2.3,,1132,52.31466,11.45183
44203224,6,19,76,5,7.39,7.07,18.6,3.0,1.8,70.0,569.9,18.7,,1126,52.116997,11.445386
44203182,11,18,67,15,7.77,7.22,12.5,68.0,1.2,0.0,152.9,14.8,,2388,51.73961,11.4333
44203146,13,22,65,12,7.99,7.16,14.8,5.0,1.4,25.7,244.8,16.3,,2348,51.4161,11.42313
44203134,14,25,46,29,7.71,7.3,21.8,151.0,1.9,11.7,194.2,19.9,,2325,51.30828,11.41981
44203092,7,27,60,13,7.46,7.0,17.5,27.0,1.9,76.5,525.5,20.3,,1359,50.93082,11.40827
44203002,6,38,49,13,7.07,6.66,29.7,2.0,2.9,45.0,475.5,25.0,,2102,50.1219,11.38428
44202864,18,30,49,21,7.89,7.22,32.3,113.0,2.2,98.2,425.6,23.6,,2083,48.8811,11.34944
44202858,4,15,31,54,7.16,6.81,13.0,0.0,1.3,53.4,399.8,10.0,,2076,48.82714,11.34797
44202778,8,9,65,26,6.69,6.03,13.2,0.0,1.5,67.4,128.0,11.2,,2165,48.10754,11.3288
44202738,11,16,52,32,7.4,7.06,44.2,50.0,4.2,13.4,168.4,36.6,,2167,47.74764,11.31968
44202554,30,17,22,61,5.42,4.92,40.2,0.0,3.1,43.0,359.0,19.8,,13426,46.09134,11.27866
44202504,1,34,41,25,6.96,6.46,21.6,27.0,2.4,73.9,304.5,77.6,,13229,45.64099,11.26808
44202498,45,42,37,21,6.06,5.7,76.6,2.0,5.6,75.3,405.9,66.8,many stones,13230,45.58695,11.26688
44202432,17,54,45,1,7.16,6.91,28.1,53.0,2.5,20.7,16.4,37.2,,13489,44.99216,11.25325
44202390,12,33,59,8,7.99,7.39,13.4,141.0,1.6,27.3,378.3,20.8,,13608,44.61362,11.24487
44202274,38,37,48,15,8.28,7.53,13.6,167.0,1.4,10.9,145.0,28.4,,14078,43.56749,11.22239
44202270,3,35,48,17,7.93,7.32,34.1,275.0,3.1,10.7,207.3,33.6,,14076,43.5314,11.22163
44202202,14,52,27,21,7.89,7.22,1.0,3.0,0.4,0.0,130.4,16.0,,13994,42.9178,11.20894
44202166,15,11,24,65,7.29,6.58,9.9,2.0,1.1,23.0,61.7,15.2,,13936,42.5927,11.20241
44183250,20,3,9,88,3.73,3.2,79.6,0.0,3.3,54.0,58.2,8.4,,1131,52.35098,11.42365
44183232,7,13,81,5,7.91,7.1,13.3,30.0,1.6,13.1,184.8,14.2,,1137,52.189231,11.418473
44183214,4,23,75,2,6.15,5.78,15.9,1.0,1.6,35.9,405.0,15.4,,2922,52.027497,11.413356
44183124,4,10,79,10,6.23,5.98,13.2,0.0,1.2,35.1,148.8,7.9,,1358,51.21877,11.38844
44182980,19,27,57,16,7.65,7.12,29.4,49.0,2.8,108.5,406.7,24.3,,2104,49.92443,11.35075
44182458,1,17,58,25,7.98,7.37,15.3,151.0,1.5,70.1,157.9,14.8,,13386,45.226866,11.233253
44182422,57,79,19,2,7.5,7.14,30.4,13.0,3.1,24.8,378.7,48.7,,13313,44.90238,11.22599
44182170,17,6,13,81,6.54,6.24,14.5,3.0,1.0,0.0,69.3,11.7,,13869,42.6294,11.17955
44163954,18,4,20,75,3.95,3.29,35.9,1.0,1.4,0.0,32.0,3.4,,18313,58.677303,11.634815
44163950,12,0,0,0,4.16,3.44,248.7,1.0,11.3,20.9,357.9,18.3,,18314,58.641369,11.633072
44163626,4,14,26,60,6.6,6.19,16.7,0.0,1.8,75.2,276.7,12.0,,3340,55.72978,11.51242
44163598,12,10,19,70,7.27,6.82,18.0,4.0,1.7,61.7,142.2,8.6,,3336,55.47658,11.50438
44163414,5,14,28,58,7.37,6.98,14.2,9.0,1.6,85.5,167.3,14.1,,3039,53.82476,11.44298
44163400,7,5,24,71,4.97,4.46,11.8,0.0,1.1,105.2,118.9,4.8,,2179,53.69898,11.43826
44163360,5,4,8,88,4.97,4.51,9.4,1.0,1.1,55.2,98.5,2.1,,1449,53.33961,11.42621
44163306,5,3,5,92,4.42,3.49,30.7,0.0,1.3,18.5,30.4,1.0,,2933,52.85443,11.41027
44163288,31,3,7,90,4.24,3.54,29.4,0.0,1.4,32.8,33.1,5.6,,2945,52.6927,11.40507
44163248,8,5,11,83,6.1,5.76,6.3,0.0,0.7,65.5,174.6,4.4,,1133,52.33332,11.39376
44163238,10,13,72,15,7.11,6.62,12.5,4.0,1.3,56.2,144.8,12.7,,2926,52.24351,11.39094
44163234,4,12,83,4,7.72,7.23,11.5,95.0,1.3,10.2,170.8,10.8,,1125,52.207548,11.389792
44163212,7,21,71,8,7.61,6.83,23.0,2.0,2.0,20.3,157.0,21.6,,1138,52.009871,11.383667
44163194,3,24,74,2,6.12,5.51,17.6,0.0,1.6,24.9,231.9,14.8,,2354,51.84814,11.3787
44163162,3,13,83,4,4.71,3.91,8.3,0.0,0.9,0.0,74.3,5.8,,2357,51.56059,11.36989
44163086,19,48,32,20,4.44,4.01,21.8,0.0,1.8,0.0,400.8,18.6,,1249,50.87762,11.34979
44162928,13,41,29,30,5.73,5.58,44.0,2.0,4.2,17.5,133.2,26.1,,1807,49.45728,11.31019
44162896,3,32,27,41,7.21,6.54,22.0,2.0,2.1,64.5,583.4,22.2,,2331,49.16952,11.30248
44162802,9,18,37,45,6.75,6.29,13.1,0.0,1.6,94.6,262.2,12.0,,2051,48.32409,11.28053
44162798,0,18,28,53,6.02,5.14,47.3,1.0,4.1,40.0,102.3,21.6,,2121,48.28811,11.27965
44162588,41,30,55,15,7.67,7.14,28.9,98.0,2.1,0.0,143.2,20.9,,13430,46.39816,11.23401
44162580,17,27,60,12,8.09,7.28,21.5,202.0,1.9,0.0,171.2,17.2,,13427,46.32605,11.23239
44162442,7,39,58,3,7.67,7.22,12.7,123.0,1.5,32.8,207.2,24.2,,13350,45.08258,11.20393
44162302,3,47,45,7,8.09,7.2,15.5,15.0,2.0,11.3,158.4,32.0,,13908,43.82062,11.17813
44162276,10,36,38,27,7.85,7.23,14.8,279.0,1.7,12.6,168.8,30.1,,14077,43.58611,11.17339
44143898,0,11,34,55,4.26,3.49,149.4,1.0,6.2,21.3,128.0,14.0,,18875,58.17423,11.57812
44143586,8,20,33,47,6.99,6.59,19.9,0.0,1.9,31.6,81.2,17.4,,3292,55.37039,11.46616
44143514,6,18,32,50,7.56,7.09,10.8,3.0,1.2,52.7,165.1,14.0,,3308,54.72348,11.44299
44143298,1,5,12,83,4.03,3.39,124.7,0.0,7.7,74.0,388.0,11.1,,2936,52.78292,11.37835
44143154,1,30,62,8,7.25,7.04,38.6,35.0,3.0,20.6,163.6,25.2,,2361,51.48903,11.33905
44143064,10,12,35,53,5.7,5.04,12.4,0.0,1.2,15.2,27.2,6.5,,1253,50.68015,11.3158
44143010,9,19,70,11,6.13,5.72,13.5,1.0,1.4,41.2,201.0,12.6,,1599,50.19478,11.30239
44142686,0,0,0,0,6.57,6.22,364.6,82.0,11.7,19.2,383.4,101.9,,203,47.2807,11.22838
44142562,37,6,14,80,7.06,6.66,12.6,7.0,1.1,56.1,304.2,15.6,,13523,46.16432,11.20284
44142380,2,31,58,11,8.15,7.4,9.3,123.0,1.3,11.6,167.4,22.5,,13597,44.52435,11.16755
44142272,3,36,41,24,8.39,7.5,4.3,150.0,1.1,0.0,131.6,24.1,,14075,43.5503,11.14797
44123932,2,26,57,17,5.11,4.57,18.6,1.0,1.8,17.0,64.3,9.3,,18317,58.48028,11.557267
44123522,3,16,28,56,6.34,5.6,9.3,0.0,1.1,28.7,68.4,10.3,,3307,54.79578,11.41442
44123312,3,5,10,85,6.73,6.29,16.2,0.0,1.5,49.7,105.2,9.4,,40032,52.90904,11.35261
44123276,7,5,46,49,5.74,5.11,7.0,0.0,0.9,41.5,292.4,4.4,,2951,52.58558,11.34269
44123186,18,19,71,10,7.71,7.23,17.8,9.0,1.9,24.3,331.2,20.0,,2392,51.77691,11.31857
44123180,8,16,72,12,5.56,5.27,12.6,1.0,1.4,65.6,16.0,8.6,,2329,51.72306,11.31632
44123126,1,14,57,29,4.02,3.41,7.5,0.0,0.6,0.0,47.8,5.1,,2320,51.23772,11.30305
44123072,17,10,12,78,5.76,5.54,16.3,0.0,1.8,24.9,68.7,9.6,,1254,50.75238,11.28955
44122952,2,30,58,12,6.44,6.07,20.9,2.0,2.1,13.4,82.7,17.9,,2105,49.67366,11.26058
44122844,12,11,14,74,7.33,7.02,29.1,17.0,2.3,0.0,264.5,17.1,,2074,48.70247,11.23589
44122834,1,7,10,82,5.97,5.52,73.8,1.0,5.8,23.7,373.3,29.0,,2073,48.61255,11.23371
44122736,34,20,49,31,6.84,6.45,37.3,2.0,3.4,20.0,193.5,27.9,,2177,47.73089,11.21246
44122572,59,9,36,54,8.6,7.81,39.3,548.0,0.2,0.0,48.7,9.3,,13416,46.25458,11.17883
44122556,20,18,33,48,7.74,7.32,12.4,132.0,1.4,18.3,203.2,15.4,,13525,46.11059,11.17576
44122484,22,29,41,29,7.52,7.15,89.9,481.0,7.9,98.9,482.9,39.6,,13389,45.461948,11.161794
44122406,1,25,51,23,7.6,7.15,15.8,190.0,1.5,13.3,153.3,14.3,,13605,44.75837,11.14708
