POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl2,OC,CaCO3,N,P,K,CEC,Notes,sample_ID,GPS_LAT,GPS_LONG
NE,25,17,39,43,7.98,7.37,21.5,776.0,1.7,182.0,571.0,14.7,,31035,34.68497,32.69123
NE,28,25,41,34,8.26,7.54,26.7,611.0,1.6,5.0,148.0,23.4,,31044,34.68909,32.89669
NE,19,30,48,22,8.22,7.48,28.5,588.0,2.7,5.0,249.0,28.2,,31034,34.69027,32.67023
NE,20,23,50,27,8.34,7.47,19.6,655.0,1.1,5.0,299.0,18.2,,31036,34.70906,32.74421
NE,17,29,39,32,8.06,7.46,18.3,499.0,1.3,15.0,225.0,23.4,,31021,34.71142,32.58621
NE,23,32,40,28,8.14,7.52,22.5,528.0,1.4,97.0,765.0,21.4,,31049,34.71305,32.94976
NE,24,27,49,23,8.1,7.45,24.0,621.0,1.2,5.0,234.0,22.0,,31045,34.72376,32.90777
NE,37,29,43,28,8.18,7.53,36.6,401.0,2.0,5.0,535.0,33.4,,31048,34.73038,32.95531
NE,34,18,33,48,8.45,7.56,17.1,806.0,0.6,5.0,104.0,11.4,,31042,34.73312,32.79724
NE,23,24,40,36,8.31,7.45,16.5,679.0,1.2,5.0,159.0,15.9,,31033,34.73703,32.70771
NE,25,30,59,10,8.16,7.5,33.1,86.0,3.3,5.0,1016.0,50.0,,31051,34.73816,33.07142
NE,19,34,37,30,8.15,7.4,25.5,97.0,2.6,5.0,354.0,36.0,,31030,34.73933,32.54965
NE,21,26,53,20,8.08,7.43,21.8,642.0,1.5,19.0,138.0,22.9,,31098,34.74139,33.27712
NE,35,16,27,57,7.94,7.42,34.9,140.0,2.7,11.0,1579.0,68.5,,31052,34.75661,33.14559
NE,34,30,48,22,7.73,7.3,60.4,592.0,5.9,13.0,237.0,36.0,,31020,34.76499,32.67118
NE,21,29,48,23,7.92,7.65,21.3,506.0,1.4,5.0,118.0,23.8,,31083,34.76511,33.33037
NE,16,20,42,39,8.24,7.48,20.7,687.0,1.2,5.0,128.0,17.9,,31041,34.76642,32.73973
NE,26,26,40,33,8.32,7.57,18.2,727.0,1.2,5.0,114.0,15.2,,31047,34.77041,32.94543
NE,14,21,38,41,8.54,7.68,11.2,500.0,0.7,5.0,590.0,23.2,,31097,34.7715,33.378
NE,29,28,47,25,8.38,7.56,14.6,601.0,0.8,5.0,194.0,14.4,,31084,34.776,33.2884
NE,31,24,40,35,8.17,7.5,36.0,686.0,2.5,11.0,206.0,20.3,,31050,34.77701,32.99301
NE,28,34,32,33,8.23,7.46,6.0,190.0,0.9,5.0,358.0,28.1,,31103,34.78459,32.51852
NE,18,26,46,28,8.39,7.55,16.7,697.0,1.1,11.0,156.0,18.2,,31082,34.78786,33.31504
NE,29,30,43,27,8.47,7.5,15.2,642.0,0.8,5.0,164.0,20.9,,31043,34.80249,32.81935
NE,40,31,44,24,8.23,7.51,24.7,587.0,1.7,5.0,152.0,28.5,many stones,31022,34.81247,32.48191
NE,20,19,34,47,8.26,7.63,16.7,320.0,1.1,20.0,492.0,23.1,,31080,34.8133,33.50566
NE,15,23,49,28,7.92,7.38,21.5,646.0,1.4,41.0,262.0,18.4,,31100,34.81792,33.41601
NE,55,7,28,65,8.57,7.53,2.7,26.0,0.3,5.0,176.0,38.9,many stones,31046,34.8224,32.96213
NE,26,33,40,27,7.85,7.4,48.2,627.0,3.9,12.0,203.0,31.7,,31019,34.82378,32.73525
NE,38,6,19,76,6.25,5.51,12.6,0.5,1.4,50.0,79.0,16.5,,31013,34.82476,33.0994
NE,15,33,39,27,8.43,7.75,19.8,345.0,1.5,33.0,688.0,26.9,,31078,34.82509,33.53235
NE,13,9,16,75,8.56,7.55,9.8,318.0,0.7,11.0,303.0,13.4,,31077,34.82586,33.60103
NE,20,41,32,27,8.31,7.58,15.3,223.0,1.5,5.0,516.0,38.0,,31101,34.83345,32.39773
NE,22,27,44,29,7.59,7.47,16.7,621.0,1.4,66.0,1270.0,12.4,,31099,34.84615,33.37969
NE,25,35,50,15,8.75,7.78,11.8,314.0,1.2,5.0,550.0,32.9,,31076,34.84864,33.58577
NE,36,25,40,35,8.3,7.44,30.7,699.0,1.7,5.0,190.0,25.5,,31039,34.85451,32.83598
NE,27,39,49,12,8.42,7.52,9.1,652.0,0.4,15.0,152.0,19.6,,31029,34.8577,32.45072
NE,50,11,30,59,7.19,6.51,18.5,1.0,1.2,5.0,367.0,31.8,many stones,31040,34.86116,32.8836
NE,46,26,33,40,7.68,6.92,28.0,3.0,1.8,5.0,198.0,31.8,many stones,31014,34.87131,33.13726
NE,12,32,42,26,8.43,7.68,16.8,359.0,1.2,24.0,623.0,25.9,,31079,34.87143,33.5705
NE,61,19,36,45,7.35,6.68,15.8,1.0,1.3,5.0,123.0,20.9,many stones,31055,34.88211,33.09521
NE,34,16,26,58,7.45,6.66,17.3,0.5,1.0,5.0,94.0,47.3,,31015,34.88321,33.16391
NE,33,33,52,15,8.15,7.51,23.2,360.0,1.9,5.0,517.0,32.8,,31102,34.88388,32.34542
NE,27,7,31,62,7.73,6.89,6.4,2.0,0.7,33.0,207.0,25.9,,31038,34.89452,32.82604
NE,29,25,45,30,7.95,7.32,19.0,646.0,1.3,5.0,201.0,18.7,,31104,34.89556,32.59896
NE,23,19,27,54,7.9,6.82,2.7,0.5,0.2,5.0,39.0,19.9,,31016,34.89828,33.03212
NE,6,41,51,8,8.38,7.45,7.9,517.0,0.5,5.0,255.0,23.0,,31023,34.89929,32.50924
NE,24,32,50,17,7.93,7.41,32.9,712.0,2.5,12.0,126.0,26.0,,31027,34.90293,32.41951
NE,20,12,30,58,7.46,6.91,17.3,1.0,1.6,5.0,324.0,30.0,,31017,34.90903,32.99005
NE,5,41,48,11,7.81,7.43,13.9,418.0,1.3,12.0,329.0,29.2,,31024,34.9098,32.46711
NE,48,24,53,23,8.31,7.57,20.0,645.0,1.4,16.0,150.0,19.0,many stones,31081,34.9107,33.49219
NE,36,7,19,74,8.31,7.6,6.0,115.0,0.7,5.0,313.0,41.5,,31095,34.92167,33.45016
NE,41,24,30,46,6.8,6.13,6.1,3.0,0.9,219.0,521.0,29.3,many stones,31018,34.92325,33.15414
NE,36,34,36,30,8.4,7.24,2.9,1.0,0.3,5.0,164.0,40.8,,31059,34.9253,33.29163
NE,45,13,31,56,7.52,6.8,1.0,0.5,0.1,5.0,74.0,24.8,many stones,31037,34.93452,32.81609
NE,27,31,49,20,8.21,7.36,22.2,659.0,1.4,25.0,235.0,17.9,,31026,34.93766,32.43043
NE,16,25,51,24,8.18,7.53,17.7,470.0,1.5,12.0,213.0,21.5,,31094,34.95075,33.48261
NE,30,9,27,64,7.63,6.85,8.7,1.0,0.9,5.0,75.0,28.3,,31012,34.95137,33.1177
NE,27,20,32,48,7.97,7.18,15.8,3.0,1.5,5.0,156.0,35.9,,31096,34.96172,33.44055
NE,8,16,17,67,8.33,7.47,3.9,56.0,0.4,5.0,246.0,27.2,,31028,34.96551,32.39372
NE,18,26,37,37,8.16,7.5,23.4,88.0,2.2,16.0,337.0,27.2,,31088,34.9659,33.85343
NE,17,27,30,42,8.14,7.52,21.4,248.0,1.8,17.0,411.0,26.4,,31003,34.97199,33.90126
NE,3,56,25,19,8.28,7.38,7.1,15.0,1.1,116.0,967.0,35.0,,31089,34.98872,33.83823
NE,22,29,47,24,8.42,7.53,17.1,660.0,0.9,14.0,381.0,13.8,,31092,34.99236,33.61068
NE,9,21,52,27,8.48,7.64,10.7,141.0,1.0,5.0,466.0,29.8,,31067,34.99894,33.22447
NE,11,32,19,49,8.42,7.65,19.5,30.0,1.4,25.0,517.0,23.3,,31004,35.0004,33.86506
NE,27,9,25,66,7.82,6.76,1.0,1.0,0.2,5.0,32.0,27.8,,31066,35.0092,32.81726
NE,31,22,32,46,8.02,7.25,10.6,0.5,1.1,12.0,205.0,40.6,,31057,35.00979,33.18236
NE,5,43,38,20,7.89,7.17,11.5,10.0,1.3,89.0,882.0,30.2,,31005,35.01154,33.82302
NE,23,34,41,25,8.65,7.65,19.3,126.0,1.9,5.0,521.0,35.5,,31000,35.01298,34.02966
NE,13,36,16,48,8.27,7.57,15.2,60.0,1.6,37.0,937.0,24.7,,31002,35.01815,33.93976
NE,26,25,40,34,8.71,7.74,6.9,355.0,0.7,16.0,135.0,39.3,,31093,35.02138,33.64323
NE,23,26,29,46,8.06,7.45,16.0,60.0,1.4,30.0,216.0,27.6,,31090,35.02205,33.7121
NE,10,22,23,55,8.34,7.54,16.3,91.0,1.4,18.0,276.0,21.9,,31091,35.02822,33.75995
NE,39,10,23,67,7.42,6.71,6.2,0.5,0.7,5.0,36.0,26.5,,31053,35.03028,33.02929
NE,13,32,53,15,8.22,7.52,13.8,362.0,0.9,19.0,757.0,34.2,,31069,35.03354,33.2358
NE,3,4,9,86,8.17,7.4,4.6,53.0,1.4,35.0,468.0,31.7,,31006,35.0349,33.8767
NE,40,33,26,40,7.92,7.47,19.5,204.0,1.5,5.0,842.0,33.2,many stones,31025,35.04709,32.44216
NE,27,6,25,69,7.94,7.14,3.3,0.5,0.4,5.0,54.0,34.8,,31065,35.05051,32.87615
NE,4,10,6,84,8.07,7.27,9.5,6.0,1.0,24.0,900.0,12.4,,31001,35.05306,34.02036
NE,11,17,44,39,8.58,7.64,10.1,142.0,0.5,5.0,438.0,47.9,,31068,35.05523,33.15154
NE,12,9,24,67,9.16,8.05,8.2,542.0,0.1,5.0,67.0,15.9,,31058,35.05909,33.42704
NE,7,26,12,62,8.39,7.64,7.7,35.0,0.9,20.0,304.0,19.4,,31008,35.0694,33.88836
NE,10,29,33,38,8.35,7.57,14.0,372.0,1.2,11.0,435.0,16.5,,31007,35.07497,33.86732
NE,21,34,36,30,8.15,7.59,27.3,148.0,1.6,12.0,829.0,34.1,,31056,35.08335,33.11504
NE,34,41,28,31,7.97,7.26,8.8,5.0,1.0,26.0,310.0,44.8,,31061,35.08442,33.18393
NE,45,23,22,55,8.22,7.3,7.9,0.5,0.8,5.0,181.0,27.5,,31064,35.09954,33.05179
NE,15,33,44,23,8.45,7.6,10.2,276.0,0.9,5.0,431.0,34.7,,31060,35.10274,33.25851
NE,19,23,32,45,8.49,7.66,6.6,67.0,0.7,5.0,256.0,35.0,,31062,35.11796,33.12635
NE,28,41,30,29,7.73,6.98,10.5,2.0,1.1,17.0,602.0,26.8,,31063,35.12224,33.03634
NE,22,22,39,39,8.21,7.58,17.8,559.0,1.9,51.6,219.1,23.2,,30013,35.82243697,14.50407031
NE,9,35,47,18,8.19,7.61,18.1,176.0,2.4,5.0,544.7,34.2,,30012,35.82419045,14.45788594
NE,18,24,30,46,8.29,7.59,23.0,777.0,2.2,121.4,319.2,14.8,,30014,35.8306668,14.54158024
NE,5,37,46,17,8.34,7.71,17.3,173.0,2.2,5.0,653.1,26.6,,30010,35.8536458,14.38001248
NE,11,31,39,30,8.19,7.51,18.1,534.0,2.0,28.4,385.9,22.0,,30015,35.85518864,14.56413383
NE,5,29,35,36,8.3,7.54,9.7,679.0,1.5,5.0,163.8,15.6,,30011,35.85665404,14.41402808
NE,7,19,49,32,8.21,7.49,2.8,905.0,2.2,291.6,208.3,14.9,,30017,35.8727144,14.48965761
NE,13,30,33,37,8.35,7.7,23.6,588.0,2.4,334.5,284.2,22.1,,30016,35.88105409,14.54645353
NE,10,27,41,32,8.16,7.59,12.0,706.0,2.5,72.4,357.2,18.8,,30018,35.89023601,14.50311692
NE,6,27,44,29,8.36,7.74,8.7,792.0,1.3,45.6,190.0,15.4,,30009,35.90015617,14.41823968
NE,5,32,43,25,8.26,7.58,11.0,660.0,1.7,38.3,368.3,19.3,,30008,35.91622022,14.37205958
NE,7,25,39,36,8.22,7.54,11.5,710.0,1.8,52.9,284.9,19.0,,30006,35.91783016,14.42023665
NE,3,37,48,15,8.03,7.58,19.7,427.0,2.4,147.2,1006.0,28.9,,30007,35.94220857,14.44957643
NE,13,28,34,38,8.1,7.57,13.6,488.0,2.1,184.3,1378.4,18.7,,30005,35.94836482,14.36842576
NE,12,18,35,47,8.03,7.64,9.7,800.0,1.6,239.9,582.2,9.3,,30003,35.98081244,14.34696341
NE,5,15,21,64,8.36,7.62,17.5,778.0,1.9,209.4,744.7,11.9,,30004,35.98745355,14.36856535
NE,17,24,33,43,8.16,7.38,22.5,692.0,2.1,93.8,615.3,17.0,,30000,36.03094276,14.32041777
NE,10,47,38,15,8.11,7.41,11.9,416.0,1.6,75.9,775.3,26.0,,30001,36.04145301,14.2511166
NE,6,27,60,13,8.03,7.38,28.0,680.0,2.5,26.5,436.0,18.1,,30002,36.05225056,14.19216117
57981484,22,21,20,60,8.21,7.39,13.7,26.0,1.6,0.0,308.1,19.2,,11714,35.01095,26.14024
57941494,5,28,61,10,7.45,6.7,34.0,4.0,3.0,0.0,575.4,31.2,,11718,35.1074,26.11719
57841488,6,29,59,12,7.79,7.12,28.1,4.0,2.7,0.0,629.3,32.5,,11726,35.07291,25.99834
57821498,38,17,29,54,7.84,7.18,23.7,22.0,2.4,0.0,72.9,15.4,,11731,35.16551,25.99658
57621488,19,28,55,16,7.97,7.32,38.4,80.0,3.1,0.0,581.4,34.5,,11722,35.11394,25.76281
57501486,20,38,50,12,7.42,6.71,84.8,6.0,4.3,0.0,942.7,49.4,,11728,35.11823,25.63045
57241490,25,12,35,53,6.57,6.09,22.4,3.0,2.3,61.1,160.1,13.3,,11732,35.20114,25.35929
57241480,21,21,27,52,7.22,6.5,10.9,2.0,1.1,0.0,169.3,16.1,,11729,35.11201,25.34046
57161464,45,19,38,43,7.65,6.97,21.7,5.0,2.3,24.4,231.2,17.3,,11719,34.98376,25.22484
57141468,25,13,46,41,7.45,6.68,10.5,0.0,1.3,14.1,244.6,9.3,,11720,35.02298,25.21083
57121474,12,25,55,20,8.14,7.31,11.7,551.0,1.0,0.0,198.1,14.5,,11727,35.08004,25.20059
57081488,21,41,47,12,7.94,7.24,26.8,583.0,2.4,52.9,501.4,23.8,,11713,35.21194,25.18383
57021478,31,29,52,20,8.3,7.44,8.0,169.0,1.0,0.0,141.6,24.8,,11730,35.13349,25.10087
57002188,11,15,28,57,7.43,6.97,8.5,0.0,1.0,81.4,842.8,15.4,,12012,41.42351,26.5798
57001486,22,32,56,13,8.01,7.36,22.1,424.0,2.1,30.4,514.2,23.8,,11711,35.20838,25.0942
56982192,30,16,22,62,8.0,7.29,25.5,74.0,1.2,35.7,204.3,15.9,,12011,41.46269,26.566
56961498,12,25,59,16,8.22,7.37,12.9,566.0,1.1,0.0,237.2,13.5,,11707,35.32239,25.07355
56961468,20,23,48,29,8.11,7.36,14.1,413.0,1.7,17.4,424.9,19.8,,11723,35.05493,25.01806
56942194,17,25,40,34,6.49,6.12,11.4,0.0,1.3,53.9,220.7,14.0,,12010,41.48817,26.52394
56922206,13,13,46,41,8.39,7.55,6.5,13.0,0.8,30.3,334.4,23.9,,12019,41.59769,26.52941
56922188,18,39,40,22,7.96,7.46,12.3,203.0,1.0,0.0,379.4,35.6,,12013,41.43933,26.4861
56901488,20,30,40,30,8.12,7.36,13.1,462.0,1.6,0.0,189.3,24.4,,11710,35.24388,24.99053
56901476,14,9,17,74,8.06,7.33,4.7,51.0,0.9,13.2,115.1,10.4,,11712,35.13684,24.96839
56882134,21,65,24,11,6.21,5.5,14.8,1.0,1.4,18.0,322.3,58.7,,12020,40.97183,26.31158
56861470,20,18,34,48,8.12,7.35,8.5,408.0,1.3,0.0,144.5,16.8,,11733,35.09032,24.91455
56842176,8,41,33,26,7.45,6.84,24.4,5.0,3.1,30.3,761.8,38.7,,12017,41.34939,26.36387
56822134,36,32,27,41,8.19,7.43,7.1,13.0,0.9,11.1,280.3,36.1,,12021,40.983417,26.241766
56821494,15,23,63,14,7.54,6.8,43.5,3.0,3.5,0.0,348.7,33.6,,11709,35.3114,24.91557
56802210,10,52,36,12,7.58,6.73,14.9,2.0,1.4,75.1,406.2,41.4,,12023,41.65636,26.39803
56802180,11,54,41,5,7.62,6.71,14.6,0.0,1.3,14.6,368.4,64.3,,12031,41.39237,26.32655
56802166,13,10,28,61,6.42,6.12,19.8,0.0,1.4,0.0,72.9,9.9,,12028,41.26915,26.29343
56782152,24,19,20,60,5.23,4.12,5.6,0.0,0.6,13.1,104.5,10.2,,12026,41.14971,26.23722
56781468,19,16,47,37,7.96,7.29,21.8,349.0,1.5,0.0,168.0,14.6,,11721,35.08648,24.82515
56762190,21,41,28,30,7.14,6.59,13.6,1.0,1.2,16.2,407.4,34.9,,12014,41.48815,26.30337
56762172,12,23,19,58,5.57,4.5,6.2,0.0,0.7,20.5,90.2,12.1,,12018,41.32971,26.26084
56762132,13,16,21,63,6.35,6.11,20.4,0.0,1.8,0.0,242.3,18.8,,12022,40.97737,26.16731
56722160,10,13,19,69,6.55,5.64,15.6,0.0,1.0,0.0,73.4,8.3,,12027,41.2317,26.18593
56702146,22,10,31,59,5.53,5.07,22.8,1.0,0.7,0.0,59.1,12.4,,12024,41.11225,26.1299
56682190,10,25,29,47,5.24,4.43,13.5,0.0,1.4,51.6,173.1,14.0,,12025,41.50363,26.20958
56662180,11,5,21,74,5.73,4.5,5.1,0.0,0.5,18.0,75.9,5.4,,12029,41.419433,26.16256
56661478,7,23,42,35,6.98,6.32,39.3,3.0,2.7,20.4,125.2,20.6,,11960,35.19647,24.71444
56622210,19,46,24,30,6.55,5.65,14.3,0.0,1.2,22.8,237.5,31.1,,12015,41.69126,26.18637
56621496,3,20,48,32,8.09,7.46,25.5,515.0,1.5,13.9,220.0,22.8,,11961,35.36399,24.70404
56582208,20,25,25,50,5.67,4.63,7.5,0.0,0.8,26.5,201.3,18.3,,12016,41.68149,26.13454
56542136,22,7,22,71,5.93,4.8,25.5,0.0,1.4,0.0,64.3,8.0,,11832,41.05458,25.92028
56522156,22,6,22,71,5.99,4.86,6.9,0.0,0.7,0.0,37.6,2.1,,12030,41.23473,25.94289
56501476,4,23,39,38,7.86,7.42,19.4,94.0,1.3,0.0,292.4,20.3,,11943,35.20609,24.53897
56302122,18,19,23,57,8.05,7.3,7.9,4.0,1.0,21.8,164.6,25.5,,11974,40.97608,25.60895
56202128,13,19,40,41,8.54,7.81,5.9,8.0,0.7,0.0,188.5,23.3,,11973,41.04754,25.50579
56202120,38,18,24,58,6.66,5.7,18.6,1.0,0.7,0.0,132.2,21.9,,11975,40.97689,25.48799
56181488,1,33,49,18,7.83,7.2,43.0,230.0,3.2,0.0,144.4,32.6,,11964,35.3672,24.21595
56142132,18,40,26,35,8.09,7.37,11.6,28.0,1.2,12.1,251.7,37.8,,11970,41.0939,25.44467
56101494,15,23,38,39,7.89,7.27,16.2,40.0,1.6,99.1,265.6,18.4,,11965,35.43422,24.14024
56081496,1,40,47,13,7.78,7.2,33.5,5.0,2.6,0.0,523.4,37.5,,11942,35.45544,24.12215
56002132,9,24,29,48,7.05,6.16,11.3,0.0,1.2,16.1,106.0,24.1,,11968,41.11948,25.28119
56002124,17,23,21,55,7.33,6.86,9.9,0.0,1.0,37.9,262.2,22.1,,11972,41.04881,25.2636
55941496,13,21,27,52,7.2,6.63,30.7,3.0,1.9,0.0,126.3,16.6,,11966,35.47848,23.97107
55922128,18,15,22,63,8.29,7.58,7.4,11.0,0.9,0.0,94.2,15.6,,11967,41.09865,25.17896
55801498,1,9,26,64,8.02,7.3,13.6,33.0,1.0,0.0,108.9,11.0,,11941,35.51926,23.82333
55762126,19,28,34,38,6.87,6.08,15.9,0.0,1.5,13.1,95.7,29.1,,11480,41.10969,24.98765
55742124,15,14,45,41,6.34,5.85,9.4,0.0,0.8,42.1,123.3,18.2,,11481,41.09556,24.95997
55722108,15,15,45,40,7.04,6.47,11.6,4.0,1.0,12.9,163.4,15.2,,11488,40.95758,24.90226
55682118,9,13,23,64,8.0,7.16,4.7,2.0,0.4,20.4,49.0,10.7,,11479,41.05313,24.87696
55681794,9,9,15,77,7.72,7.21,12.7,25.0,1.6,0.0,63.6,10.1,,11621,38.17887,24.22459
55681492,3,29,57,14,8.01,7.39,22.3,508.0,1.6,19.0,348.5,24.0,,11963,35.48498,23.6835
55661480,2,18,37,46,6.05,5.07,29.3,2.0,1.8,18.8,102.1,9.1,,11962,35.38085,23.64164
55642142,12,18,23,60,4.86,3.96,3.6,1.0,0.4,15.5,170.2,18.3,,11490,41.2725,24.88173
55642132,19,13,27,60,6.16,5.67,20.3,1.0,1.2,0.0,145.1,13.2,,11482,41.18405,24.86023
55622110,12,6,28,66,4.8,4.43,6.8,0.0,0.7,73.9,322.3,5.6,,11478,40.99293,24.78985
55582104,11,7,29,64,7.88,7.25,6.5,1.0,0.6,43.0,195.1,9.6,,11485,40.94687,24.7305
55541752,21,8,21,71,8.05,7.45,10.5,209.0,1.0,12.8,80.0,12.0,,12001,37.8284,23.9897
55522128,7,5,15,80,6.18,5.35,6.6,1.0,0.5,0.0,72.8,7.5,,11483,41.16978,24.71124
55502104,7,4,10,86,8.44,7.57,3.4,6.0,0.3,28.8,12.5,5.6,,11486,40.96084,24.63718
55481792,16,27,53,19,7.85,7.2,25.4,53.0,2.2,0.0,478.5,27.4,,11990,38.19446,23.99681
55461754,16,30,36,34,7.98,7.33,21.7,43.0,2.2,0.0,285.3,29.2,,11995,37.85939,23.9042
55441760,5,22,10,68,7.91,7.34,16.4,12.0,1.2,0.0,433.3,15.5,,12000,37.9161,23.89287
55401780,13,8,15,78,8.08,7.42,20.8,639.0,1.3,0.0,81.8,10.1,,11998,38.10081,23.88493
55401766,12,28,29,43,8.32,7.52,10.9,29.0,0.9,0.0,327.5,20.7,,11996,37.97611,23.8592
55381768,18,9,18,72,8.57,7.68,1.0,418.0,0.2,0.0,87.4,8.9,,11983,37.99722,23.84048
55362112,7,46,43,11,6.75,6.37,73.3,6.0,5.1,0.0,521.7,48.0,,11491,41.05594,24.49042
55321790,43,22,27,52,7.92,7.29,13.3,60.0,1.1,47.5,444.0,17.0,many stones,11989,38.20295,23.81383
55301796,33,25,51,24,8.15,7.49,39.2,280.0,1.7,0.0,417.4,39.9,,11988,38.26008,23.80235
55281818,11,37,35,28,7.78,7.01,18.5,3.0,1.6,0.0,218.2,30.7,,11666,38.45881,23.82054
55241826,22,13,24,63,8.13,7.36,18.8,123.0,1.3,0.0,165.3,13.5,,11632,38.53658,23.79033
55222104,13,23,37,40,7.9,7.34,17.8,83.0,1.5,96.4,331.6,29.6,,11487,41.00906,24.31024
55202124,17,29,35,36,8.07,7.38,16.2,172.0,2.0,44.5,312.1,24.5,,11532,41.18969,24.32815
55182130,25,11,20,69,5.67,4.59,9.7,2.0,0.8,0.0,81.0,10.8,,11519,41.24623,24.31716
55181826,49,32,30,38,7.5,6.79,46.1,1.0,2.4,0.0,523.7,41.6,,11617,38.54637,23.72269
55141798,11,21,24,55,8.36,7.61,6.0,262.0,0.8,0.0,170.5,19.6,,11589,38.30342,23.62641
55141704,42,17,22,61,7.3,6.71,6.7,2.0,0.5,0.0,72.8,16.0,many stones,12225,37.46535,23.4583
55121832,27,33,34,33,7.18,6.75,19.1,2.0,2.0,22.3,424.4,35.1,,11615,38.60946,23.66617
55121774,38,26,32,42,8.47,7.69,8.4,350.0,0.6,0.0,194.3,16.0,,11981,38.09275,23.56054
55102078,32,11,25,65,7.44,7.03,91.3,120.0,4.4,16.9,167.9,35.9,,11492,40.79886,24.11726
55061800,11,23,33,44,8.12,7.35,16.0,104.0,1.4,0.0,219.0,26.4,,11592,38.33409,23.54017
55061782,17,55,42,3,7.33,6.79,135.9,57.0,6.5,0.0,518.1,62.7,,11590,38.17368,23.50771
55041806,8,23,58,18,8.34,7.54,11.6,373.0,0.3,0.0,99.9,29.0,,11665,38.39134,23.52787
55041798,16,19,52,29,8.05,7.41,28.3,101.0,2.9,0.0,574.6,37.6,,11591,38.31948,23.51409
55021800,26,29,38,32,8.42,7.75,10.7,223.0,0.9,58.5,383.8,28.0,,11604,38.34051,23.49519
55021774,36,28,46,26,8.08,7.46,22.3,189.0,2.3,0.0,489.2,31.3,,11993,38.10873,23.44851
55001760,41,23,50,27,8.09,7.48,38.0,325.0,2.3,0.0,396.8,31.4,many stones,11985,37.98709,23.40119
54962100,25,38,27,35,8.13,7.42,12.6,119.0,1.2,0.0,183.9,39.1,,11514,41.0174,23.99823
54961790,14,33,43,24,8.23,7.42,13.6,127.0,1.4,14.2,548.4,38.0,,11597,38.26089,23.40985
54961762,8,25,43,32,8.28,7.51,24.2,420.0,1.8,43.6,483.4,21.2,,11986,38.01122,23.35999
54961596,15,9,20,71,7.74,7.09,11.6,40.0,0.9,0.0,49.6,11.8,,11766,36.52856,23.07498
54942074,13,22,28,50,8.13,7.46,10.5,82.0,0.9,0.0,192.6,19.5,,11489,40.79005,23.92286
54922082,12,22,40,38,7.97,7.34,13.3,451.0,1.1,15.1,48.5,14.6,,11512,40.86436,23.91547
54921794,35,28,30,43,8.15,7.57,9.6,71.0,0.8,0.0,256.1,32.0,,11603,38.30291,23.37204
54921782,7,41,50,9,7.62,7.0,29.0,11.0,2.7,0.0,480.8,34.1,,11992,38.19591,23.35067
54901768,29,29,34,37,8.31,7.63,30.3,377.0,2.6,36.2,456.6,28.9,,11997,38.07421,23.30345
54882142,21,13,22,65,7.87,7.26,25.6,142.0,1.8,0.0,121.4,26.6,,11518,41.40318,23.98936
54882082,14,21,21,58,8.17,7.31,5.2,14.0,0.7,0.0,110.5,22.5,,11515,40.87098,23.8688
54882024,15,13,20,67,6.13,5.22,18.0,0.0,1.0,0.0,75.2,7.3,,11567,40.35605,23.75485
54881808,28,35,38,27,8.32,7.64,11.5,142.0,1.2,10.9,375.1,38.6,,11594,38.43403,23.35214
54881614,21,28,60,12,7.47,7.1,44.5,25.0,3.6,0.0,743.5,37.1,,11765,36.70187,23.01711
54862104,13,14,47,39,7.72,7.12,39.4,464.0,1.9,0.0,50.1,16.6,,11513,41.06947,23.8893
54842098,19,24,52,24,8.23,7.41,6.5,635.0,0.9,28.7,348.2,15.5,,11501,41.01955,23.85391
54841800,25,36,57,6,8.46,7.66,8.0,167.0,1.1,11.6,657.8,44.5,,11595,38.36901,23.29282
54841792,15,23,45,33,8.14,7.42,11.4,577.0,1.2,0.0,186.7,25.5,,11598,38.29767,23.27859
54782100,23,19,20,62,7.61,7.08,29.4,57.0,2.3,0.0,204.6,22.0,,11516,41.04715,23.78767
54781870,15,18,36,46,7.75,7.23,24.7,93.0,1.4,0.0,234.6,27.5,,11619,39.00231,23.35091
54781758,30,26,57,17,8.01,7.36,42.2,29.0,1.8,0.0,623.9,35.3,,11987,38.00375,23.15154
54781718,16,26,46,28,7.99,7.38,11.5,176.0,1.1,0.0,154.9,21.9,,12137,37.64668,23.0824
54762056,13,6,11,84,6.96,5.89,1.0,1.0,0.2,0.0,26.2,8.3,,11569,40.65979,23.67784
54761846,33,45,38,17,7.25,6.91,188.3,174.0,6.0,16.0,608.4,71.0,,11620,38.7916,23.28477
54761828,13,21,56,23,8.02,7.42,26.9,359.0,2.1,11.5,591.1,33.8,,12042,38.63118,23.25256
54761732,11,33,58,9,7.63,7.01,53.5,2.0,3.4,0.0,656.0,47.6,,12214,37.7751,23.084
54761624,25,32,53,14,7.66,7.15,26.8,13.0,2.9,14.7,651.8,30.5,,11764,36.80963,22.90172
54742096,18,17,18,66,8.1,7.29,4.2,26.0,0.6,10.8,108.3,17.2,,11496,41.01821,23.73298
54742078,9,13,8,78,7.11,6.3,7.1,1.0,0.9,13.8,128.8,12.7,,11508,40.85843,23.69757
54742070,19,11,19,70,5.98,4.74,15.5,0.0,0.7,38.8,60.6,9.6,,11507,40.7874,23.68191
54742010,32,32,24,44,7.4,6.82,20.1,1.0,1.0,0.0,153.8,31.9,,11577,40.25437,23.56592
